# THALASSA - GRAVITY FIELD FILE
# Contains normalized spherical harmonics coefficients and physical constants.
# Body:                              Earth
# Model:                             GRIM5-S1 (static)
# Max degree:                        99
# Max order:                         95
# GM [km^3/s^2]:                     3.986004414498200E+05
# Ellipsoid semi-major axis [km]:    6.378136460000000E+03
# 1/flattening:                      2.982576500000000E+02
# Angular velocity [rad/s]:          0.729211585530660E-04
# Normalized spherical harmonics coefficients:
#l  m                      Cbar                     Sbar
28  6   2.12742813590070004E-09  1.09212496368749995E-08 
28  7   1.25999531478089997E-10  5.92765909514160007E-09 
28  8  -5.20405168947469969E-09 -1.19323867136140009E-09 
28  9   5.45800468502129996E-09 -7.66493576967920052E-09 
28 10  -9.24788018883209991E-09  4.46750965018609982E-09 
28 11  -7.86264867408279973E-09 -1.16670930271989991E-09 
28 12   1.00042916604529996E-08  5.77937993001929962E-09 
28 13  -5.04172925886959951E-10  4.53421226179009984E-09 
28 14  -5.93336835584509979E-09 -8.87837676816779989E-09 
28 15  -1.15949253123950003E-08 -2.76875414448650006E-09 
28 16  -5.69226536116459983E-09 -1.31783161062910002E-08 
28 17   1.32043559555469992E-08 -4.62048334425580014E-09 
28 18   6.15719239234789965E-09 -2.62594889104599990E-09 
28 19   7.35657983896010033E-09  2.43648013975100008E-08 
28 20  -4.67348061362570044E-10  6.24378900617870013E-09 
28 21   7.02870308293249962E-09  6.05346487127479977E-09 
28 22  -3.03847061334079987E-09 -7.27819738485770031E-09 
28 23   7.54905634351539954E-09  2.45324312698550009E-09 
28 24   1.12178077379389993E-08 -1.41448489592389996E-08 
28 25   7.16638782447919988E-09 -1.71211064233819995E-08 
28 26   1.19074824116119998E-08  4.34174454903900033E-09 
28 27  -7.97195904791430002E-09  1.38754427409889991E-09 
28 28   6.81710930340969973E-09  6.71195072430810022E-09 
29  0   4.31807986777390020E-10  0.00000000000000000E+00 
29  1   1.25179894209500000E-08 -1.60573560117359993E-08 
29  2  -3.82536755487689977E-09 -9.95618895111470094E-10 
29  3   4.42383206411359999E-10 -6.28720465206300023E-09 
29  4  -1.26355851349899995E-08  1.57253337564929996E-09 
29  5  -1.04730844065389994E-08  1.13300737280689992E-08 
29  6   4.67426869804470037E-09  1.53253092310070001E-08 
29  7  -2.75068718211900015E-09 -3.53208228859230004E-09 
29  8  -1.14073689586150002E-08  6.17706084059190003E-09 
29  9   2.98798040498459986E-09 -7.38304836935850043E-11 
29 10   8.97998476663819964E-09 -1.03279154964650001E-09 
29 11  -3.32783283835269991E-09  1.45673339978150004E-08 
29 12   1.01535430310519997E-09 -5.94663921819929966E-09 
29 13  -4.28583689910049982E-10 -1.04746771779279993E-09 
29 14  -2.79560088856079980E-09 -7.12912067336020015E-09 
29 15  -1.17271260211949996E-08 -5.75899726354770016E-09 
29 16  -7.01042972895869975E-10 -1.58493707414029995E-08 
29 17  -3.48149281653229994E-09 -4.52445643729340028E-09 
29 18  -1.70766262860390008E-09 -2.43394131400029985E-09 
29 19  -5.10695053508480011E-09  6.01859482971070041E-09 
29 20  -8.32716815442209983E-09  5.36208982121460023E-09 
29 21  -9.67658445502900032E-09 -4.16342779769229977E-09 
29 22   1.18340151439780004E-08 -5.84281716702099950E-10 
29 23  -9.48243818167450094E-10  1.83170867998719999E-09 
29 24   6.21467626248279954E-10 -2.01646673850559991E-09 
29 25   5.38371775047389984E-09  9.37699487780939963E-09 
29 26   7.42798423548200039E-09 -6.69142616875239990E-09 
29 27  -7.30478727676940005E-09 -7.91318036700779962E-10 
29 28   9.20873904717290046E-09 -5.17122334668370025E-09 
29 29   1.18237387434440005E-08 -5.14599423403650031E-09 
30  0  -1.04754501631629994E-09  0.00000000000000000E+00 
30  1  -1.73395931617549998E-09  2.26886494420320004E-09 
30  2  -3.27065259388769990E-09 -5.07436843653029973E-09 
30  3   3.35053225585519993E-09 -8.51433462279090057E-09 
30  4  -3.86308863723679974E-09  4.60411880900839976E-09 
30  5   3.68667913737880012E-09 -2.38923438695629996E-09 
30  6  -8.50086773499980041E-09  3.07193582697480019E-09 
30  7   1.13201502636249991E-09  2.64979977463040001E-09 
30  8   8.39132203874580055E-09  1.19052078111200009E-09 
30  9   6.74600266011370025E-10 -1.41827159206359998E-08 
30 10   4.91878893029099978E-09 -4.48945729133780008E-09 
30 11  -6.84192929610589998E-09  1.13582377660590006E-08 
30 12   4.87562897714190037E-09 -4.56375749309360023E-09 
30 13   1.60495540869940009E-08  5.50172398244779974E-09 
30 14   1.50713434217100008E-09  2.33001245192529995E-09 
30 15  -7.28909830048089940E-11 -1.06721065986580000E-09 
30 16  -9.34098438363209983E-09  2.99753213934719993E-09 
30 17  -6.28620126148049974E-09 -6.88202019116470008E-09 
30 18  -9.83998511671770000E-09 -6.72530334498540010E-09 
30 19  -1.31427493620400002E-08  2.40847150670569982E-09 
30 20  -5.58326057056050034E-09  1.36855670470659997E-08 
30 21  -1.11033342669389997E-08 -4.37969598192150041E-09 
30 22  -3.62042361452000019E-09 -6.87852555621209999E-09 
30 23   6.71288336744609971E-09 -1.06064375633590005E-08 
30 24  -1.33676874736239993E-09 -2.45880501208479997E-09 
30 25   3.40359327389000017E-09 -1.53671537392259988E-08 
30 26   1.13631919325919994E-09  1.17291942987150008E-08 
30 27  -7.79004005553989919E-09  1.18065784238970005E-08 
30 28  -5.75296307582859975E-09 -8.03717152724110022E-09 
30 29   4.10764476140519974E-09  2.28980787042620005E-09 
30 30   4.04115715860470005E-09  7.61642261796680054E-09 
31  0  -3.55518389527120006E-09  0.00000000000000000E+00 
31  1   4.84468135701249962E-09 -1.69171724797139999E-08 
31  2   7.17963284072990023E-09  1.00299560195690005E-09 
31  3  -9.33062056904009954E-09 -1.05418660141720007E-09 
31  4   1.72550098996750002E-09 -5.90440977568809993E-09 
31  5  -9.74162539593519991E-09  9.05062040325760025E-09 
31  6   3.63780100279189990E-09 -3.39903977941950009E-09 
31  7  -2.13873914799190009E-09 -2.16468118310630008E-09 
31  8  -8.21994867819169948E-09  6.06979981995720032E-09 
31  9   8.67675972403810004E-10  9.08887949650440007E-09 
31 10   5.56971091703000031E-09 -4.75211799548900001E-09 
31 11   1.16529128971979998E-09  1.75241233807249992E-08 
31 12  -1.98092146649259989E-09  5.23956907317159961E-09 
31 13   9.49477835453190054E-09  1.39684526179820004E-09 
31 14  -8.16903821835020035E-09  7.45850658023060078E-09 
31 15   7.86427965780660053E-09 -5.02063475375799994E-09 
31 16  -6.43303298300020032E-09  7.25363453097759971E-09 
31 17  -1.58035391206620005E-09  7.56247367389319944E-09 
31 18   9.73682324643510032E-11 -9.00207536772750020E-10 
31 19   2.53226583973999983E-09  5.20399864786800008E-09 
31 20  -2.00125752296649993E-09  6.72382186884789985E-09 
31 21  -9.61168338214399983E-09  7.54346403782799921E-09 
31 22  -9.05836261600750051E-09 -1.11447018913669996E-08 
31 23   8.29072836764470035E-09  4.57616202667749981E-09 
31 24  -2.55619865285960009E-09 -2.86750385332370006E-09 
31 25  -1.63207096269849984E-08 -1.98380436813230015E-09 
31 26  -1.23232323778440006E-08  9.94541447597879917E-10 
31 27  -3.55774211644469997E-10  1.05413093722659998E-08 
31 28   9.45913601512760068E-09  3.33628890868569993E-09 
31 29  -2.30203470836180008E-09 -2.28894081279649980E-09 
31 30   5.88744263072089940E-11 -7.52504593690270025E-09 
31 31  -1.25078352501279994E-08 -3.24757700589509988E-11 
32  0  -7.53258640064279981E-11  0.00000000000000000E+00 
32  1   1.69748426229600002E-09  1.30773050597380010E-09 
32  2   7.40793327146950039E-09  2.40432792524909993E-09 
32  3   5.39491172395439993E-09  5.52728749778959998E-09 
32  4  -3.54936666301459990E-09 -6.77168846010299968E-09 
32  5   5.99049305043770035E-09  1.39180209190519992E-09 
32  6  -6.28788356022449986E-09 -3.21506442769100012E-09 
32  7  -1.11591852423860005E-09  2.47751509665520010E-09 
32  8   1.05497710576180001E-08  1.21606069722249998E-08 
32  9   7.09852419007430011E-10 -1.82086069936729996E-09 
32 10  -5.64782541360480012E-09 -2.23836808538159997E-09 
32 11  -5.45556904311429972E-09  5.78705234281469986E-09 
32 12  -5.94908584199960021E-09  8.34691040945299998E-09 
32 13   2.54425348069069992E-09  7.07686036826760017E-10 
32 14  -1.00289778063640004E-09  8.72655569608610061E-09 
32 15   6.44176747707720003E-09 -9.23193266550569952E-09 
32 16   9.01577682655519952E-10  4.15366099396050021E-09 
32 17  -6.52627614529220033E-09  9.79389593356430071E-09 
32 18   1.20550632287099995E-08 -8.32018064044539960E-10 
32 19   2.74990036278559992E-10 -2.88740858249500001E-09 
32 20   4.44362750297240024E-09 -8.33878088730319936E-11 
32 21  -1.83589152259639990E-09  1.09180289856869993E-08 
32 22  -1.32241165297960008E-08 -1.94261351235920006E-09 
32 23   6.62271504638970004E-09 -2.53087432098060006E-09 
32 24  -4.04383658193950034E-09  3.03980191380559983E-10 
32 25  -1.98025387666020010E-08 -5.11094452352630032E-09 
32 26   6.23967181364129974E-09 -3.15013822347730018E-09 
32 27  -5.06488765793539999E-09 -5.94075299025060023E-09 
32 28   2.26298095485700011E-09 -6.18638065113540020E-09 
32 29   3.80645073721339996E-09  3.32684346557049994E-09 
32 30  -5.83174043582069959E-09  1.26953662893740009E-09 
32 31  -6.29845692300340028E-09  7.36078594949369983E-10 
32 32   1.77095860980459995E-09  6.75783580998760041E-10 
33  0   2.42106755927629987E-10  0.00000000000000000E+00 
33  1  -8.28065930144709996E-09 -7.97205755370750076E-09 
33  2  -7.57729828856810064E-09  7.69259211652350065E-09 
33  3   2.46447017036960002E-09  3.31641523811780005E-09 
33  4   8.80287334039359984E-10  4.62268993632249978E-09 
33  5  -2.40641072179490011E-09  2.59366636168320017E-09 
33  6   8.03202689586519943E-09 -3.85317510558460011E-09 
33  7  -5.48044076119819989E-09  1.79379960853199995E-09 
33  8   3.69009793011380019E-10  1.31230508223279994E-08 
33  9  -9.10759488636149951E-10  6.53434141576209990E-09 
33 10  -1.93749989436309991E-09  2.35577948473530012E-09 
33 11   3.63522024283459991E-09 -3.81568332586799993E-09 
33 12   3.81285888542519968E-09  8.94776088676220018E-09 
33 13   1.61816021103290005E-09  6.21988517122489971E-09 
33 14   3.82262448287869966E-09  1.58999200437990007E-09 
33 15  -9.70908401106569940E-09 -6.52300318851019959E-10 
33 16   4.90112253001909963E-09  1.59912777011520003E-09 
33 17  -5.19132238591040035E-09  1.14403530189880007E-08 
33 18  -7.96810137935910063E-09 -4.92192618893340020E-09 
33 19   7.36284340209049968E-09  5.21958648375819978E-09 
33 20  -2.19887672095900015E-09 -8.64163672069039991E-09 
33 21   8.97807168601409981E-10 -1.05875665202890006E-09 
33 22  -1.02495760757590003E-08 -1.43132714388180006E-08 
33 23  -1.72724494171490010E-09 -9.51034192493109984E-09 
33 24   1.06746917144379998E-08 -8.63898063542630026E-09 
33 25   4.84339133286920013E-09 -1.06672711268090006E-08 
33 26   1.00561311029560007E-08  4.79756935346079982E-09 
33 27  -8.25425069770560025E-10  1.57186187710599994E-09 
33 28   7.05403725058060027E-10  4.96087296231780020E-10 
33 29  -1.67212840364850004E-08  5.61870748679239967E-09 
33 30  -7.49530919860279950E-10 -1.68530387149350003E-08 
33 31   2.55456585264110014E-09  2.16306564287860019E-09 
33 32   7.11344426354550016E-09 -5.22913005887989982E-09 
33 33  -2.52107896047480008E-09  1.00664946034340001E-08 
34  0  -3.01872243604390016E-09  0.00000000000000000E+00 
34  1  -5.17058179909919980E-09  5.62190022947289961E-09 
34  2   3.74624944491160032E-09  2.23719296935659990E-09 
34  3   7.30471042358039990E-09  2.60274162665600003E-09 
34  4  -3.96911156248630027E-09 -6.98431905765949957E-10 
34  5   3.67473722391309979E-10 -8.51470409807510055E-11 
34  6   4.02220872127759989E-09  8.26506210440710037E-11 
34  7   2.44465327030079980E-09  3.33668198957119988E-10 
34  8  -4.64918277227219980E-09  1.90313788012650008E-09 
34  9  -1.78777811220100003E-10 -1.92907495478720002E-09 
34 10  -8.26352473768799921E-09  3.69621344650090013E-09 
34 11  -8.77519634341840007E-10 -1.27389842550249990E-10 
34 12   8.48158666370489965E-09 -4.53282884184350016E-10 
34 13  -4.51459493131210001E-09  5.92718503872250010E-09 
34 14  -6.79309560880800020E-09  2.64579557244579980E-09 
34 15  -5.38185756026729964E-10  5.78168873103140039E-09 
34 16   1.05586681412629996E-09 -4.38978235853289993E-09 
34 17  -2.93527735764509998E-09  4.38249480440030019E-10 
34 18  -1.44747112695010000E-08 -5.98149278967250018E-09 
34 19  -5.01664519025029981E-09  6.66557594840189988E-09 
34 20   3.29003029986670000E-09 -8.21296595429259958E-09 
34 21  -2.13090674305619992E-09 -5.49593757075380026E-09 
34 22  -3.47819397460500015E-09  2.89624164015609993E-09 
34 23  -1.53637698515109998E-09 -1.34970097538090003E-08 
34 24   6.32974287119639999E-09  2.78037261897989985E-09 
34 25   6.96888727476720022E-09 -9.01368582846850069E-09 
34 26   3.95764242166669989E-09 -1.27470761767679999E-08 
34 27   1.23450930196339993E-08 -3.80346153125619991E-09 
34 28  -1.52586397435570010E-09 -1.89769882546200011E-08 
34 29   6.86645991278170014E-09 -3.37269974967079997E-09 
34 30  -1.98859436187409998E-08 -1.10610953503140010E-09 
34 31  -4.42888431216220016E-09 -9.30865557723149985E-10 
34 32   8.47085720681990003E-09  1.42510525082540009E-09 
34 33   1.21374501110500007E-08  3.46010468829770002E-09 
34 34  -8.15236976950259981E-09 -1.37308003263220008E-09 
35  0  -1.25303580543689992E-09  0.00000000000000000E+00 
35  1  -8.40383809931979948E-09 -5.92329101365500039E-09 
35  2  -1.49093752639880007E-08  1.33488915224010009E-09 
35  3   2.32763565597420020E-09  1.21122049614240003E-09 
35  4   8.59482885406160078E-12  5.23899814108879984E-09 
35  5  -5.04948621376199962E-09 -1.21009485315390009E-09 
35  6   8.13353759063909984E-09  5.26556772976580001E-09 
35  7   9.55859240776720084E-10  8.01737130469180069E-09 
35  8   7.25988731067919971E-10  6.55217000546010024E-09 
35  9   1.36242099152030006E-09 -1.36125559552049992E-09 
35 10  -2.65530352534049981E-09  6.77189612565040029E-09 
35 11   2.43914958386350007E-09 -8.84839875798669949E-10 
35 12   6.70524915465389961E-09 -5.42874615998649974E-09 
35 13  -3.16575302744090006E-10  2.35355310416609987E-09 
35 14  -4.51250349008119968E-09 -3.01713162036189987E-09 
35 15  -8.24400418054140054E-09  5.84854889299969961E-09 
35 16  -3.21096469342330004E-09 -2.30551085710090012E-10 
35 17   4.39062579649829969E-09 -5.14908320652120032E-09 
35 18  -7.44106608034150001E-09 -7.53173718922420052E-09 
35 19  -1.28550708466949997E-09 -4.13323541662930017E-09 
35 20  -1.43114782898289998E-09 -2.28372385381859993E-09 
35 21   1.14087382448950002E-08 -1.01529239422549997E-09 
35 22   6.55868825353259980E-09  4.96508917059269982E-09 
35 23  -9.20618745929749938E-09 -3.43383483191760001E-09 
35 24   2.78469578585720008E-09  4.73038650859689964E-09 
35 25   7.38094441224910031E-09  3.05321610354430010E-09 
35 26  -5.28085281780809976E-09  4.40513444535489969E-09 
35 27   1.20530166410529994E-08 -1.35764867000699992E-08 
35 28   6.67886702118260035E-09 -1.53637746460500004E-08 
35 29   8.04745629750860055E-09  3.53828020013060021E-09 
35 30  -1.67089670162569991E-09  2.87794001510189982E-09 
35 31   5.50806909017149963E-09  3.20569784692070017E-09 
35 32  -2.05464118385870009E-09 -7.57802409913199918E-09 
35 33   6.28508467187029992E-09 -3.11525059468349985E-09 
35 34  -1.20862160357950003E-09 -1.09879583731910006E-10 
35 35   1.90101814061009999E-09 -4.32688861020969974E-09 
36  0  -7.19656343560029977E-09  0.00000000000000000E+00 
36  1  -2.48614326075570011E-09  6.23637588696320037E-09 
36  2  -1.00871032735029994E-09 -4.91999172616539969E-10 
36  3   4.13599628596870024E-10 -9.74138913227929996E-09 
36  4   6.85405071655090048E-10  2.13649864558269981E-09 
36  5  -7.48610578363609999E-09  2.48211553495359989E-09 
36  6  -1.80619561953469990E-09  3.40243540985990012E-09 
36  7   7.71586683694000015E-09  5.64161942222349965E-09 
36  8   3.00059318201549978E-10 -1.45951583055499991E-09 
36  9   1.65842703447290000E-09 -5.35731236937749984E-09 
36 10   1.53902307696369997E-09  1.39564260172899996E-09 
36 11  -2.29079132171970001E-09  3.16199420139279994E-09 
36 12   1.99678635136180002E-09 -1.11802645450150000E-08 
36 13  -2.43623753808970005E-09  2.21210808989699998E-09 
36 14  -9.06257977401969944E-09  7.50802570089979988E-10 
36 15   4.28713738285050002E-09  3.48040710164390017E-09 
36 16  -3.80078757652029998E-10  3.31251678969620016E-09 
36 17   4.79906708397350008E-09 -7.46609438098629985E-09 
36 18  -2.98196819025040018E-09  4.29753099074190016E-09 
36 19  -6.86755782420409999E-09 -7.78577745255069950E-09 
36 20  -4.15653639316740035E-09  1.39101230757469992E-09 
36 21   9.57499094952190050E-09 -4.26421720988610029E-09 
36 22   1.90336164434939982E-09 -2.89182339223230007E-10 
36 23   6.24375746043740051E-10  1.61850446077210006E-09 
36 24   1.50923314509200008E-09 -4.10258757204340011E-09 
36 25   5.06267362041449964E-09  1.61144147030650014E-08 
36 26   3.65157697227859997E-09  8.03885622516779951E-09 
36 27  -7.38381423662449991E-09  8.23718339825890075E-09 
36 28   1.98776942220010020E-09 -2.83418032783860007E-09 
36 29   2.43846198212270014E-09  9.19322159965789998E-11 
36 30  -8.49055266872770017E-09  4.87763654790950021E-09 
36 31  -7.67187547444909977E-09 -6.41442041899580033E-09 
36 32   1.06172656437040003E-08  1.61691782603020006E-09 
36 33   1.83435638724439990E-10 -2.69346773221460013E-09 
36 34  -8.42175896572430077E-09  8.73760564669080010E-10 
36 35   2.79104668624809996E-09 -1.00109264179540007E-08 
36 36   1.71537966303869995E-09 -3.52201998119440012E-09 
37  0  -7.85435396856659979E-09  0.00000000000000000E+00 
37  1  -7.83509121264460012E-09 -4.45264774443669978E-11 
37  2  -2.05835800256700003E-09 -5.09747280233409962E-09 
37  3  -3.12946211457880013E-09 -5.60852040844119959E-09 
37  4  -2.08155648528740003E-10 -1.19964860106699998E-09 
37  5  -2.89182511247200017E-09  2.03773819808160007E-10 
37  6   6.19448563371889955E-10  6.11602836740220000E-09 
37  7   1.66187280179989997E-09  6.11095040603450012E-09 
37  8  -3.24223479857349990E-09 -1.05853062943469999E-09 
37  9   4.97651007434820012E-09 -1.01957229843190000E-09 
37 10   2.14619614764680010E-09  2.38496709488570005E-09 
37 11   3.14197255720640002E-09  1.10996855995129999E-09 
37 12  -9.02036784560879972E-10 -1.27308241347540006E-09 
37 13  -1.78417851608360002E-09 -6.29951019193600021E-09 
37 14  -7.39014762118430003E-09 -1.69511740228979996E-09 
37 15   4.57393658091089966E-09  1.38337923740020004E-09 
37 16  -2.05460814113340002E-10  1.06279753257230006E-08 
37 17   3.50340353618319982E-09 -3.94710155453199997E-09 
37 18   2.89657805966199992E-09 -6.70885236470510012E-10 
37 19  -8.29591397795120069E-09  7.38166612767270019E-10 
37 20  -3.78034294751129964E-09 -2.69499735439190004E-09 
37 21   2.26462488111919998E-09 -2.04002253204659999E-09 
37 22   5.34192825275070004E-09 -3.91053590389120004E-10 
37 23  -9.96641724768100034E-10  3.19646875105799982E-09 
37 24  -8.39598182781559951E-09 -8.91510079639930079E-09 
37 25   6.08451808960699984E-09 -2.42248152889030007E-09 
37 26   5.50177380186410040E-09  1.03273556847170007E-08 
37 27  -3.93392316932869977E-09  4.20130459253709977E-09 
37 28   1.16355495007039996E-08  5.21680766883820008E-09 
37 29   4.76415589306919980E-09  7.12861847245529968E-09 
37 30  -7.27536494257860039E-09  1.26588855327650006E-08 
37 31   3.72690515833430005E-09 -5.79785686845460037E-09 
37 32   4.55864495705709999E-10  3.73839707622969966E-09 
37 33  -3.92779470720219985E-10 -1.14606058450209998E-08 
37 34   2.06097222564909985E-09 -6.34556471061799971E-10 
37 35  -4.10454328463100013E-09 -9.51796784268779959E-09 
37 36  -4.21159141733989970E-09 -3.92550172025590026E-09 
37 37   1.86144627132390004E-09 -9.77989818653010069E-10 
38  0  -3.07723510411940009E-09  0.00000000000000000E+00 
38  1   4.61753198933399993E-09  6.02445984201830023E-09 
38  2   2.28940401985409991E-09 -1.02489966360400001E-10 
38  3  -5.66275561433849995E-09 -5.93671184986599967E-09 
38  4   5.39603876703120040E-09 -6.03148764277439981E-09 
38  5  -1.39522885801949990E-09  3.51274401920160003E-09 
38  6  -6.41454841217779997E-09  4.43713868385990035E-09 
38  7   1.31460451076360002E-10  4.81293562633360000E-09 
38  8   3.08501139933750020E-09  2.89402169100749997E-09 
38  9   7.22691988371280016E-10 -8.58695245977859994E-10 
38 10  -3.07996605319149984E-09 -2.46468267828100015E-09 
38 11  -6.98608853344079950E-10  2.21776063247530005E-09 
38 12  -2.49573747686310018E-09 -3.60488278063720002E-09 
38 13  -3.17904466043220010E-09 -8.99058647765109999E-09 
38 14  -8.59979925947289945E-09 -2.98494822461439990E-10 
38 15   6.81259750850410021E-10 -4.42101219682039972E-09 
38 16  -2.96403788483400018E-09  7.63265404235029920E-09 
38 17   2.11422513771959986E-09  3.03615688022300019E-09 
38 18   9.76880766400000082E-09 -2.39869809823890002E-09 
38 19   6.25164332608540009E-10 -1.29552603185339992E-10 
38 20   3.97913217285820022E-09 -6.17284700389750042E-11 
38 21  -1.92523101134470009E-09  4.98902836932440030E-10 
38 22   3.67471700334789977E-10  7.41177249030039981E-09 
38 23  -8.64280972209159964E-10  8.21492851508980078E-09 
38 24  -1.08791669430649993E-08  2.47105094062909992E-09 
38 25  -3.50923360348829984E-09 -2.92309966677369984E-09 
38 26  -1.83061322202020007E-09  5.14093873323919974E-09 
38 27  -9.21661594701040043E-10  8.32304155397090071E-09 
38 28  -4.28679993098269969E-09 -4.81028163230779967E-09 
38 29   5.44685968189509991E-09  3.73212410301030029E-09 
38 30   7.96781467571820045E-10  1.50779857228000005E-09 
38 31   4.08256581139119996E-09 -5.62065666075859981E-09 
38 32   7.77233607209260000E-09  2.77158739399000008E-09 
38 33   2.07057307172169997E-09  1.11106520492859993E-08 
38 34  -6.66920667258600009E-09 -1.89311628176859998E-09 
38 35   7.36370098930050028E-09  2.55748459557459981E-09 
